	objid	ra	dec	u	g	r	i	z	run	rerun	camcol	field	specobjid	class	redshift	plate	mjd	fiberid	t	p	cost	sint	sinp	cosp	x	y
17	1.23765e+18	198.7778232	-0.372062178	21.7523	21.3943	218247.75	19.75703	-79341.19485127206	752	301	3	369	4.50819e+18	GALAXY	0.7274925	4004	55321	304	1.9428585047948965	3.469327494787171	-0.3635372866445224	0.9315796483495861	-0.32189926276229325	-0.9467739247745959	-192493.49408046767	-65447.00081996072
18	1.23765e+18	198.788899	-0.306427718	21.42489	21.14681	173039.1	19.71716	-52198.05661422794	752	301	3	369	4.50819e+18	GALAXY	0.576797	4004	55321	302	1.8772240447948967	3.469520803964463	-0.30165469315448323	0.9534172465913728	-0.3220822768351969	-0.9467116810035966	-156187.03734942162	-53136.63875818866
19	1.23765e+18	198.8918646	-0.215763775	23.26737	20.88208	108428.79000000001	18.41009	-23213.905239639626	752	301	3	370	4.50818e+18	GALAXY	0.3614293	4004	55321	272	1.7865601017948967	3.4713178927007546	-0.21409355614537084	0.9768131598299794	-0.32378308073118434	-0.9461313421677898	-100209.18791393757	-34293.37781581575
20	1.23765e+18	198.9629352	-0.204209048	-9999.0	-9999.0	45469.62	-9999.0	-9220.907283564255	752	301	3	370	3.32173e+17	GALAXY	0.1515654	295	51985	118	1.7750053747948966	3.472558308672123	-0.20279270606537408	0.9792216901022377	-0.3249564277666285	-0.9457289886924012	-42108.43015028614	-14468.632350391146
21	1.23765e+18	198.9685224	-0.390843558	21.77014	19.89799	110970.00000000001	17.71179	-42276.07380117385	752	301	3	370	4.50818e+18	GALAXY	0.3699	4004	55321	262	1.9616398847948966	3.4726558237080902	-0.38096849419819634	0.924588019838219	-0.3250486490177952	-0.9456972960581553	-97029.99191478337	-33350.489546253724
22	1.23765e+18	198.8896504	-0.328991154	24.08312	21.834	188982.62999999998	19.93916	-61058.105499136145	752	301	3	370	4.50818e+18	GALAXY	0.6299421	4004	55321	261	1.8997874807948967	3.471279247620457	-0.32308845262200103	0.9463687715591217	-0.3237465171677276	-0.9461438540844443	-169215.23530031618	-57901.17733545565
23	1.23765e+18	198.8904287	-0.369597777	23.88055	21.83024	153923.75999999998	19.11048	-55603.48051206907	752	301	3	370	4.50818e+18	GALAXY	0.5130792	4004	55321	267	1.9403941037948966	3.471292831518025	-0.3612403992214657	0.932472720228488	-0.3237593694590566	-0.9461394562576249	-135799.1191222905	-46469.08750009522
24	1.23765e+18	198.9178549	-0.401677272	24.78805	21.60934	153267.81	19.27146	-59921.991247267026	752	301	3	370	4.50818e+18	GALAXY	0.5108927	4004	55321	263	1.9724735987948965	3.471771509009336	-0.39096266363606963	0.9204065382441552	-0.32421222801127464	-0.9459843715453048	-133448.78024163956	-45736.1957226128
25	1.23765e+18	198.885413	-0.249282327	25.92868	22.75267	188502.87000000002	19.6215	-46505.26658365563	752	301	3	370	4.50819e+18	GALAXY	0.6283429	4004	55321	313	1.8200786537948965	3.471205291038733	-0.24670853331652523	0.9690897273156954	-0.323676542717146	-0.9461677946826744	-172842.33245680676	-59127.99919759432
26	1.23765e+18	199.1786818	-0.369682111	19.95724	18.16895	24781.839	16.92909	-8954.15020482788	752	301	3	371	3.32161e+17	GALAXY	0.08260613	295	51985	75	1.9404784377948965	3.4763237971921055	-0.3613190370911489	0.932442252064719	-0.3285152472408388	-0.9444986671934962	-21825.129295366387	-7591.210020269613
27	1.23765e+18	199.0682913	-0.228436396	20.85253	20.84742	205625.07	19.66898	-46564.78755621935	752	301	3	371	3.32162e+17	GALAXY	0.6854169	295	51985	79	1.7992327227948965	3.474397119504183	-0.226454816799427	0.9740216711902965	-0.32669489411993974	-0.9451298567688788	-189293.7023712842	-65431.523097974336
28	1.23765e+18	199.091694	-0.262164931	25.42322	22.30087	176932.89	19.81656	-45856.07138885925	752	301	3	371	4.50817e+18	GALAXY	0.5897763	4004	55321	225	1.8329612577948966	3.474805573673039	-0.25917211542104607	0.965831152214599	-0.3270809090872735	-0.9449963380408639	-161487.86989532562	-55893.972458596356
29	1.23765e+18	199.1184161	-0.253929424	24.59128	22.55594	177617.37000000002	19.95276	-44619.136460557995	752	301	3	371	4.50816e+18	GALAXY	0.5920579	4004	55321	223	1.8247257507948966	3.4752719623010866	-0.25120930717844764	0.9679327889822332	-0.3275216090438546	-0.9448436884529231	-162439.11077521986	-56308.06405646405
30	1.23765e+18	199.4287052	-0.312394784	20.61439	18.9488	60561.66	17.20246	-18612.923243983565	752	301	3	373	3.32147e+17	GALAXY	0.2018722	295	51985	25	1.8831911107948964	3.4806875287291366	-0.30733839270560886	0.9516002902317406	-0.33263364496724745	-0.943056126768605	-54348.78973199806	-19169.84102532514
31	1.23765e+18	199.4397596	-0.381247635	20.97532	18.88577	48362.969999999994	17.3054	-17994.836564042915	752	301	3	373	3.32146e+17	GALAXY	0.1612099	295	51985	21	1.9520439617948966	3.480880464405969	-0.37207881492892014	0.9282011395603275	-0.3328155879472214	-0.9429919323193308	-42331.439563395834	-14940.279406518786
32	1.23765e+18	199.3751423	-0.285473459	23.03431	21.14783	128242.80000000002	18.67188	-36114.68320738638	752	301	3	373	4.50815e+18	GALAXY	0.427476	4004	55321	186	1.8562697857948964	3.47975267976722	-0.2816117802121162	0.9595284285761224	-0.33175188470317946	-0.9433666768525844	-116083.73400027298	-40822.93606814676
33	1.23765e+18	199.4926836	-0.314175009	16.24702	15.40807	10163.912999999999	15.08117	-3140.9740311675228	752	301	3	374	3.33353e+17	GALAXY	0.03387971	296	51984	314	1.8849713357948965	3.4818041624592944	-0.30903196742903283	0.9510516511246596	-0.3336864856534109	-0.9426841089634831	-9112.367553740043	-3225.549127303122
34	1.23765e+18	199.4931263	-0.310920049	22.325	20.26897	10105.856999999998	19.96049	-3091.732337156807	752	301	3	374	4.50814e+18	GALAXY	0.03368619	4004	55321	144	1.8817163757948965	3.481811889031893	-0.30593470075391005	0.9520524979614389	-0.33369376936065576	-0.9426815306824874	-9069.827845157228	-3210.5699990871526
35	1.23765e+18	199.5055274	-0.301931086	18.91479	17.94651	9704.505	17.29097	-2885.775193838592	752	301	3	374	3.32148e+17	GALAXY	0.03234835	295	51985	26	1.8727274127948965	3.4820283290577625	-0.2973644914231681	0.9547640332776683	-0.3338977955577937	-0.9426092839144148	-8733.75794697141	-3093.7341432910116
36	1.23765e+18	199.4982365	-0.29533565	17.70443	15.99919	10043.199	14.66632	-2923.183387255924	752	301	3	374	3.33354e+17	GALAXY	0.03347733	296	51984	319	1.8661319767948965	3.4819010788473284	-0.2910609843791728	0.9567045015950468	-0.33377784562504276	-0.9426517648473932	-9057.350419693592	-3207.062271448485
37	1.23765e+18	199.6259756	-0.382353533	24.02874	22.81315	163357.8	19.91457	-60949.625523681636	752	301	3	374	4.50814e+18	GALAXY	0.544526	4004	55321	147	1.9531498597948966	3.4841305467258628	-0.3731050829754174	0.9277890908271701	-0.3358786261888377	-0.9419052757414087	-142756.65626777257	-50906.29686598709
38	1.23765e+18	199.5396381	-0.247904053	20.62885	18.79683	42040.11	17.25097	-10315.492282031197	752	301	3	374	3.32151e+17	GALAXY	0.1401337	295	51985	38	1.8187003797948966	3.482623673082922	-0.2453726282360155	0.9694288387048067	-0.3344589131574333	-0.942410332821934	-38407.83417645531	-13630.837893004462
39	1.23765e+18	199.5681028	-0.217781485	19.88899	17.97077	41887.92	16.43693	-9050.473418643178	752	301	3	374	3.32148e+17	GALAXY	0.1396264	295	51985	28	1.7885778117948965	3.4831204758185144	-0.21606404468503518	0.9763791930363649	-0.33492706389517435	-0.9422440564262307	-38536.3624431412	-13698.012354925417
40	1.23765e+18	199.5819558	-0.228823544	22.63269	19.44304	81508.32	17.40197	-18488.686305752282	752	301	3	374	3.3334e+17	GALAXY	0.2716944	296	51984	266	1.7996198707948965	3.4833622562797935	-0.22683189036103654	0.9739339266681486	-0.33515487030600677	-0.9421630500662631	-74792.40602131319	-26605.839762219963
